Simulation,First_Trigger_Month_Idx,Cost_Payoff_PV,Benefit_Payoff_PV
2850,36,16378645.008379353,15559712.757960385
2851,37,15501730.751615478,14726644.214034704
2852,26,23864749.89138745,22671512.39681808
2853,40,13470009.336102275,12796508.86929716
2854,37,15510374.135526814,14734855.428750474
2855,35,17177410.52332484,16318539.997158594
2856,42,11994872.820530798,11395129.179504259
2857,35,17116434.25624911,16260612.543436654
2858,32,19052416.76283154,18099795.92468996
2859,29,21556952.3336908,20479104.71700626
2860,39,14129602.908344015,13423122.762926813
2861,38,14932235.356307078,14185623.588491723
2862,36,16223182.279368998,15412023.165400548
2863,36,16210417.064216519,15399896.211005691
2864,33,18385376.857385587,17466108.01451631
2865,32,19035757.13187298,18083969.275279332
2866,39,14128167.665596223,13421759.28231641
2867,39,14108174.336456928,13402765.619634083
2868,31,20240351.496983506,19228333.92213433
2869,35,16952591.6196619,16104962.038678803
2870,37,15694444.562854636,14909722.334711906
2871,34,17742367.94831304,16855249.550897386
2872,40,13389306.998817656,12719841.648876771
2873,47,8410738.681092652,7990201.747038018
2874,28,22329674.295058087,21213190.58030518
2875,39,14096859.729766676,13392016.743278341
2876,34,17570723.07887354,16692186.924929865
2877,44,10629393.437776648,10097923.765887816
2878,34,17769607.013384707,16881126.66271547
2879,42,12005311.211088374,11405045.650533954
2880,29,21658355.367675807,20575437.599292018
2881,36,16325925.37964459,15509629.110662358
2882,40,13394779.598735593,12725040.618798815
2883,41,12635064.067214333,12003310.863853615
2884,38,14968079.008901393,14219675.058456322
2885,44,10508991.170554552,9983541.612026822
2886,29,21459952.628273267,20386954.996859603
2887,34,17707417.756820157,16822046.86897915
2888,31,20140941.72267102,19133894.63653747
2889,40,13379091.525345718,12710136.949078433
2890,36,16313713.100523356,15498027.445497187
2891,30,20525241.330363315,19498979.26384515
2892,26,23548671.143937483,22371237.58674061
2893,31,19998529.114061695,18998602.658358607
2894,40,13424473.254075935,12753249.591372136
2895,39,14102561.617101427,13397433.536246356
2896,39,14064302.94745087,13361087.800078327
2897,33,18511551.649620473,17585974.06713945
2898,39,14056322.351801073,13353506.234211018
2899,35,17122253.129250165,16266140.472787658
2900,34,17850616.54316362,16958085.716005437
2901,35,17047383.75493252,16195014.567185892
2902,31,20047764.981315896,19045376.7322501
2903,39,14167917.560639424,13459521.682607453
2904,39,13979830.18842784,13280838.679006446
2905,35,17090740.796024512,16236203.756223286
2906,44,10607465.415608803,10077092.144828362
2907,39,14179167.828735393,13470209.437298624
2908,29,21520502.498032764,20444477.373131126
2909,38,14854741.730660504,14112004.644127479
2910,34,17694139.06970565,16809432.116220366
2911,41,12671773.565128928,12038184.886872482
2912,36,16290620.719974736,15476089.683975998
2913,41,12729305.389652912,12092840.120170265
2914,39,14190273.411255797,13480759.740693007
2915,43,11039212.326126533,10487251.709820205
2916,37,15525846.4320998,14749554.110494811
2917,40,13327508.245463243,12661132.833190082
2918,28,22287171.07698574,21172812.52313645
2919,38,14927529.596758239,14181153.116920326
2920,35,17095793.42674762,16241003.755410237
2921,38,14794737.200083734,14055000.340079546
2922,36,16286668.463962663,15472335.040764527
2923,39,14036443.84297591,13334621.650827114
2924,34,17950365.01897085,17052846.768022306
2925,41,12570230.179804504,11941718.67081428
2926,38,14745614.103767727,14008333.39857934
2927,39,14077954.733827053,13374056.997135699
2928,34,17526582.044038724,16650252.941836787
2929,38,14767862.050482532,14029468.947958406
2930,26,23976911.232183352,22778065.670574185
2931,35,16956254.696238127,16108441.961426219
2932,40,13465833.846798668,12792542.154458735
2933,29,21572727.80985918,20494091.41936622
2934,39,14216877.315956332,13506033.450158514
2935,34,17536781.715607576,16659942.629827196
2936,33,18607534.16300385,17677157.454853658
2937,44,10649729.212099183,10117242.751494223
2938,32,19012438.97835805,18061817.029440146
2939,33,18290591.575590484,17376061.996810958
2940,35,16842721.145120706,16000585.08786467
2941,35,17103715.2343311,16248529.472614547
2942,41,12713786.55447108,12078097.226747524
2943,40,13273057.324232679,12609404.458021043
2944,38,14609520.75471705,13879044.716981197
2945,37,15632887.606135504,14851243.225828728
2946,39,14115576.455875425,13409797.633081652
2947,37,15520564.12684781,14744535.920505418
2948,38,14728729.295533046,13992292.830756392
2949,37,15573894.844134947,14795200.101928199
2950,35,16929174.639448747,16082715.90747631
2951,32,19103355.237651885,18148187.47576929
2952,43,11179990.703780986,10620991.168591937
2953,31,20111922.93214352,19106326.785536345
2954,31,19732902.597610313,18746257.467729796
2955,44,10404880.224697959,9884636.21346306
2956,38,14773330.334508425,14034663.817783004
2957,38,14795693.152502185,14055908.494877076
2958,43,11304729.060738718,10739492.607701782
2959,35,16975744.84331099,16126957.601145439
2960,22,26859565.040716078,25516586.788680274
2961,35,16980503.97743565,16131478.778563866
2962,40,13361792.70170125,12693703.066616185
2963,34,17654284.572218213,16771570.343607303
2964,33,18618788.707231622,17687849.27187004
2965,36,16363932.080915974,15545735.476870175
2966,39,14090726.067869546,13386189.764476068
2967,37,15453727.717370538,14681041.331502011
2968,42,11893269.924922377,11298606.428676257
2969,40,13274206.916839093,12610496.57099714
2970,38,15027450.861254483,14276078.31819176
2971,43,11400005.887293333,10830005.592928667
2972,40,13268476.855744194,12605053.012956984
2973,43,11186814.300630195,10627473.585598683
2974,40,13477438.406010963,12803566.485710414
2975,42,11993359.056184983,11393691.103375733
2976,36,16487771.40522875,15663382.834967313
2977,34,17707445.61505627,16822073.334303454
2978,38,14719967.589945966,13983969.210448667
2979,40,13470689.276612446,12797154.812781824
2980,38,14843959.582133915,14101761.603027219
2981,38,14962087.28487032,14213982.920626806
2982,44,10587157.181144029,10057799.322086828
2983,22,26983493.545294363,25634318.868029643
2984,35,16987737.26178905,16138350.398699595
2985,40,13507440.706231117,12832068.67091956
2986,34,17725285.48728188,16839021.212917786
2987,36,16209309.142429411,15398843.68530794
2988,29,21597883.079521026,20517988.925544973
2989,34,17886551.892713763,16992224.29807807
2990,34,17885690.22826299,16991405.71684984
2991,33,18699329.75486085,17764363.267117806
2992,42,11983187.291008938,11384027.926458491
2993,41,12722812.669826925,12086672.036335578
2994,35,16951279.414294202,16103715.443579491
2995,38,14580484.893492008,13851460.648817405
2996,35,17241491.102565225,16379416.547436966
2997,31,20061534.373522088,19058457.65484598
2998,32,19332445.70925569,18365823.42379291
2999,33,18641928.34681061,17709831.92947008
3000,34,17695878.0627039,16811084.15956871
3001,34,17908566.299674425,17013137.984690703
3002,28,21984737.103073906,20885500.24792021
3003,32,19250447.426180784,18287925.054871745
3004,39,14063595.736873275,13360415.95002961
3005,37,15567407.139218682,14789036.782257747
3006,36,16331902.348828733,15515307.231387293
3007,38,14837640.453227222,14095758.430565862
3008,28,22023849.79538688,20922657.305617537
3009,33,18442906.866028424,17520761.522727
3010,39,14160676.14417862,13452642.336969689
3011,40,13399724.084413847,12729737.880193153
3012,45,9836977.83587063,9345128.944077097
3013,40,13391576.65208074,12721997.819476703
3014,38,14704713.112555012,13969477.456927262
3015,35,16959521.40243003,16111545.332308527
3016,32,19224843.15090545,18263600.993360177
3017,35,16989314.119228296,16139848.413266884
3018,36,16152904.62386879,15345259.392675348
3019,36,16088035.028914008,15283633.277468309
3020,38,14762756.074858412,14024618.271115491
3021,32,18780604.24381562,17841574.031624835
3022,36,16281782.434960727,15467693.313212689
3023,38,14790710.010103334,14051174.509598166
3024,32,19286880.906687185,18322536.861352824
3025,42,11996906.004141381,11397060.703934312
3026,39,14161649.514915317,13453567.03916955
3027,36,16257222.349285798,15444361.231821507
3028,44,10654609.012650028,10121878.562017525
3029,41,12591305.640267711,11961740.358254325
3030,37,15581754.517084297,14802666.791230083
3031,36,16163985.051346539,15355785.79877921
3032,41,12767952.229650225,12129554.618167713
3033,39,14154844.282738978,13447102.068602027
3034,37,15468262.283518545,14694849.169342617
3035,33,18486974.988294307,17562626.23887959
3036,30,20707259.66102214,19671896.677971035
3037,35,17109052.205061696,16253599.594808612
3038,44,10562182.865845228,10034073.722552966
3039,39,14039228.227929024,13337266.816532573
3040,32,19494261.65293389,18519548.570287194
3041,31,19974473.278529,18975749.614602547
3042,36,16274180.781163739,15460471.742105553
3043,43,11284098.724245448,10719893.788033174
3044,34,17601821.661222328,16721730.57816121
3045,36,16439990.733942246,15617991.197245132
3046,38,14821135.016446648,14080078.265624315
3047,36,16048909.854942773,15246464.362195631
3048,39,14118506.008679204,13412580.708245242
3049,33,18412165.651129793,17491557.3685733
3050,39,14165745.83569815,13457458.543913243
3051,43,11355576.058803117,10787797.255862959
3052,40,13318637.568744335,12652705.690307118
3053,33,18466761.72270467,17543423.63656944
3054,37,15613151.584798787,14832494.005558847
3055,39,14149037.266528036,13441585.403201634
3056,44,10559734.790360713,10031748.050842676
3057,45,9806553.640984997,9316225.958935747
3058,42,11942712.370153388,11345576.75164572
3059,37,15560080.594619622,14782076.564888641
3060,40,13528017.786358083,12851616.897040177
3061,41,12592663.134463986,11963029.977740787
3062,34,17753636.768513363,16865954.930087697
3063,31,20176287.518116437,19167473.142210614
3064,33,18499963.27982152,17574965.115830444
3065,37,15646077.876303542,14863773.982488366
3066,40,13441354.049368579,12769286.34690015
3067,44,10635372.046263719,10103603.443950534
3068,39,13982999.976738838,13283849.977901896
3069,37,15515670.954665946,14739887.406932648
3070,31,20006256.937782027,19005944.090892926
3071,44,10648755.496953687,10116317.722106002
3072,42,11996485.185659649,11396660.926376665
3073,38,14693987.045922536,13959287.69362641
3074,33,18322768.186868105,17406629.7775247
3075,33,18366827.41822369,17448486.047312506
3076,32,19439289.93890526,18467325.441959996
3077,26,23718836.410784498,22532894.590245273
3078,36,16317190.129093956,15501330.622639256
3079,26,23861966.214638744,22668867.903906804
3080,31,19948736.219509054,18951299.408533603
3081,33,18503048.05865077,17577895.65571823
3082,40,13410150.252404653,12739642.73978442
3083,37,15534206.75500109,14757496.417251036
3084,38,14979732.672920318,14230746.039274301
3085,38,14840711.994495584,14098676.394770805
3086,36,16173383.402412316,15364714.2322917
3087,35,16914918.10818382,16069172.202774627
3088,38,14860051.320358444,14117048.75434052
3089,35,17008603.708476834,16158173.52305299
3090,38,15026538.24068669,14275211.328652356
3091,31,20206352.091228783,19196034.486667346
3092,33,18407638.407827314,17487256.487435948
3093,39,14242599.642763088,13530469.660624932
3094,34,17692949.225506764,16808301.764231425
3095,35,17201723.244466368,16341637.08224305
3096,34,17966133.11900928,17067826.463058814
3097,31,19863084.983868945,18869930.734675497
3098,38,14947123.178991944,14199767.020042347
3099,40,13374795.968409315,12706056.16998885
3100,37,15438810.916453687,14666870.370631002
3101,34,17756668.46086099,16868835.037817936
3102,38,14930630.004883993,14184098.504639795
3103,37,15416958.034901487,14646110.133156411
3104,41,12689950.300735988,12055452.785699187
3105,44,10604911.474166851,10074665.90045851
3106,39,14128102.849001147,13421697.70655109
3107,28,22137609.255909767,21030728.793114275
3108,41,12681864.11445379,12047770.908731101
3109,37,15634912.333540207,14853166.716863196
3110,36,16237344.957917513,15425477.71002164
3111,39,14244072.11564638,13531868.50986406
3112,41,12721753.280531276,12085665.616504712
3113,38,14932279.608833967,14185665.628392268
3114,42,11978613.14044073,11379682.483418694
3115,35,16912348.839534737,16066731.397558
3116,32,19419812.447067894,18448821.8247145
3117,36,16238469.278365817,15426545.814447524
3118,28,22282862.317375753,21168719.20150697
3119,35,16958735.879768986,16110799.085780537
3120,42,11878576.195362628,11284647.385594497
3121,34,17670663.88306729,16787130.688913926
3122,30,20731561.0701795,19694983.01667052
3123,37,15615456.046554526,14834683.2442268
3124,37,15517700.037663495,14741815.035780318
3125,39,14048433.320254004,13346011.654241303
3126,27,23151026.838048175,21993475.496145766
3127,38,14817420.574773092,14076549.546034437
3128,38,14690136.119717287,13955629.31373142
3129,40,13371603.787711414,12703023.598325843
3130,35,16945235.329348076,16097973.56288067
3131,39,14014869.465575462,13314125.992296688
3132,35,16770967.1624061,15932418.804285796
3133,37,15678579.780226784,14894650.791215442
3134,32,19257571.625509117,18294693.04423366
3135,27,22513393.201376718,21387723.54130788
3136,44,10609573.32206935,10079094.655965883
3137,45,9851640.333488159,9359058.316813748
3138,35,17054971.13693276,16202222.580086123
3139,39,14134259.682261102,13427546.698148046
3140,40,13286447.726659654,12622125.34032667
3141,32,19377368.506827112,18408500.081485756
3142,42,12006684.759226399,11406350.521265078
3143,39,14042097.265526995,13339992.402250646
3144,42,12058931.353445552,11455984.785773274
3145,39,14108341.70511906,13402924.619863108
3146,42,11876955.230681041,11283107.46914699
3147,36,16401313.24568942,15581247.583404949
3148,38,14965522.19345806,14217246.083785158
3149,41,12665228.507006625,12031967.081656292
3150,38,14854664.890964134,14111931.646415927
3151,39,13918054.567565698,13222151.839187413
3152,29,21655710.348196447,20572924.830786627
3153,39,14042325.072594805,13340208.818965064
3154,37,15273187.458549332,14509528.085621865
3155,40,13355212.286897719,12687451.672552833
3156,37,15637898.906879187,14856003.961535227
3157,41,12684697.05694671,12050462.204099374
3158,40,13348005.072608316,12680604.8189779
3159,41,12683620.866512302,12049439.823186686
3160,42,12049862.084107894,11447368.979902498
3161,42,11929117.89319248,11332661.998532856
3162,31,20167189.297150373,19158829.832292855
3163,39,14087827.962677931,13383436.564544033
3164,33,18507285.28597439,17581921.021675672
3165,40,13408818.345712213,12738377.428426601
3166,41,12706136.974509941,12070830.125784444
3167,32,19188897.23249184,18229452.370867245
3168,39,14065058.16112276,13361805.253066622
3169,41,12707354.00397888,12071986.303779935
3170,35,17058694.34409785,16205759.626892956
3171,46,9133326.999802027,8676660.649811924
3172,31,19772829.649153754,18784188.166696068
3173,33,18523231.123004865,17597069.566854626
3174,33,18527568.804599293,17601190.36436933
3175,41,12535317.011683527,11908551.161099352
3176,37,15638360.194906214,14856442.185160905
3177,35,17188657.90861283,16329225.013182186
3178,34,17703399.585547365,16818229.606269997
3179,38,14639836.23714002,13907844.425283018
3180,35,17067731.84449888,16214345.252273936
3181,35,17078402.759942386,16224482.621945266
3182,34,17732182.781321257,16845573.642255194
3183,33,18715750.24352192,17779962.731345825
3184,28,22375226.11904896,21256464.813096512
3185,41,12805741.996679826,12165454.896845834
3186,35,16991299.1780613,16141734.219158232
3187,37,15608097.074637149,14827692.22090529
3188,35,17000059.70735233,16150056.72198471
3189,36,16343741.294294517,15526554.22957979
3190,35,17073088.88859952,16219434.444169542
3191,37,15594669.853282653,14814936.360618519
3192,38,14880460.810280796,14136437.769766757
3193,37,15360943.917956837,14592896.722058993
3194,28,22016923.042529583,20916076.8904031
3195,26,23689315.70342633,22504849.918255016
3196,34,17707185.050233662,16821825.79772198
3197,41,12603347.755756915,11973180.36796907
3198,36,16388055.345889172,15568652.578594713
3199,35,16950216.753538854,16102705.915861914
3200,30,20958961.25484339,19911013.19210122
3201,41,12703799.646011798,12068609.663711207
3202,37,15507313.359162958,14731947.691204807
3203,36,16376476.064200355,15557652.260990338
3204,42,12030176.046457142,11428667.244134285
3205,43,11186048.565878531,10626746.137584604
3206,30,20737672.647212356,19700789.01485174
3207,37,15504361.627794566,14729143.546404837
3208,39,14091384.52333065,13386815.297164116
3209,38,14803652.276562499,14063469.662734373
3210,32,19355413.34747276,18387642.680099122
3211,31,19999854.997832518,18999862.247940894
3212,37,15609154.377291095,14828696.658426538
3213,41,12688238.293709716,12053826.379024228
3214,34,17824794.558108177,16933554.830202766
3215,39,14203264.468076844,13493101.244673
3216,38,14589796.248094317,13860306.435689598
3217,39,14059876.490638537,13356882.66610661
3218,35,17052779.687020484,16200140.702669457
3219,41,12718765.564986702,12082827.286737366
3220,34,17976401.76016727,17077581.672158904
3221,37,15580990.381550351,14801940.862472832
3222,30,20933155.43824164,19886497.666329555
3223,37,15531628.101588119,14755046.696508711
3224,41,12674616.135614406,12040885.328833684
3225,36,16497335.687216334,15672468.902855515
3226,32,19043981.392276384,18091782.322662562
3227,31,20045036.038105045,19042784.236199792
3228,34,17775396.141991593,16886626.334892016
3229,28,22395350.377044644,21275582.85819241
3230,42,11897483.45372628,11302609.281039966
3231,35,17097409.046680182,16242538.594346173
3232,36,16200135.324611386,15390128.558380816
3233,37,15551604.563863393,14774024.335670222
3234,31,19977307.92074011,18978442.524703104
3235,35,16922057.237225097,16075954.375363844
3236,38,14704494.965251945,13969270.216989348
3237,41,12733269.66554013,12096606.182263125
3238,35,17077184.8069155,16223325.566569721
3239,34,17784767.774472475,16895529.38574885
3240,36,16284948.586395806,15470701.157076012
3241,41,12608741.028709881,11978303.977274386
3242,36,16131369.546492973,15324801.069168326
3243,36,16372458.886909792,15553835.942564303
3244,39,14139543.036459144,13432565.884636186
3245,40,13462609.523627162,12789479.047445804
3246,29,21736803.682461526,20649963.498338446
3247,33,18635319.920429356,17703553.924407884
3248,34,17889325.667997237,16994859.384597376
3249,32,19154216.978708316,18196506.129772898
3250,37,15314980.484548308,14549231.460320892
3251,39,14274044.25206906,13560342.039465606
3252,40,13414260.90494973,12743547.859702243
3253,32,19048701.04601362,18096265.99371294
3254,38,14870412.692180479,14126892.057571454
3255,43,11285730.996964019,10721444.447115818
3256,36,16114494.629573882,15308769.898095187
3257,34,17743272.540299796,16856108.913284805
3258,38,14816838.063911349,14075996.160715781
3259,40,13412955.05569808,12742307.302913174
3260,33,18368795.967058767,17450356.168705825
3261,37,15653375.534096023,14870706.75739122
3262,32,19329684.74207471,18363200.50497097
3263,33,18618858.148331035,17687915.240914483
3264,39,14053808.351794494,13351117.934204768
3265,33,18643632.636553332,17711451.00472566
3266,35,17123546.029466785,16267368.727993445
3267,36,16181277.558248518,15372213.68033609
3268,23,26005277.029749077,24705013.17826162
3269,41,12707069.151125498,12071715.693569224
3270,31,19883046.72994744,18888894.393450066
3271,37,15622015.832009995,14840915.040409494
3272,33,18570544.953832906,17642017.70614126
3273,27,23165002.30133333,22006752.18626666
3274,34,17804627.237704616,16914395.875819385
3275,35,17002260.185322456,16152147.176056331
3276,39,14016054.700636752,13315251.965604914
3277,34,17657261.42623992,16774398.35492792
3278,35,17103484.892444342,16248310.647822123
3279,38,14847521.782934178,14105145.693787469
3280,37,15586362.246759122,14807044.134421166
3281,31,20017680.608654015,19016796.57822131
3282,38,14594846.144344723,13865103.837127486
3283,44,10568713.292400094,10040277.62778009
3284,37,15510678.900700161,14735144.955665153
3285,34,17859632.283093397,16966650.668938726
3286,33,18454868.777323186,17532125.33845703
3287,33,18338375.508863486,17421456.733420312
3288,30,20894266.24164765,19849552.929565266
3289,38,14988950.971930014,14239503.423333513
3290,31,20021935.25460757,19020838.49187719
3291,37,15551166.082374675,14773607.77825594
3292,31,19981185.109046333,18982125.853594013
3293,24,25437243.79179784,24165381.602207948
3294,38,14788750.012166934,14049312.511558585
3295,42,12061632.879805418,11458551.235815147
3296,37,15472781.108888235,14699142.053443821
3297,37,15438293.96898603,14666379.270536728
3298,36,16023151.242920874,15221993.68077483
3299,32,19251985.913730603,18289386.61804407
3300,37,15716438.917546174,14930616.971668864
3301,35,16989734.84766694,16140248.105283592
3302,36,16374211.786063325,15555501.196760159
3303,36,16368683.412817797,15550249.242176905
3304,34,17876447.205862407,16982624.845569283
3305,41,12638914.501695061,12006968.776610307
3306,38,14964470.288408145,14216246.773987738
3307,39,14059874.328247393,13356880.611835023
3308,33,18713980.868226103,17778281.824814796
3309,37,15456354.319661546,14683536.603678467
3310,37,15691501.290298132,14906926.225783223
3311,37,15587167.811902624,14807809.421307491
3312,29,21687905.569474857,20603510.291001115
3313,30,20767696.149265397,19729311.341802128
3314,35,17088837.22758002,16234395.366201017
3315,37,15567689.576179918,14789305.097370923
3316,33,18565048.068268485,17636795.66485506
3317,31,20021276.659833286,19020212.82684162
3318,36,16246466.269053753,15434142.955601064
3319,43,11341256.899561167,10774194.054583108
3320,26,23843566.578367114,22651388.24944876
3321,37,15614477.893343495,14833753.99867632
3322,37,15505530.437571123,14730253.915692566
3323,40,13479114.216572698,12805158.505744062
3324,36,16266703.77512617,15453368.58636986
3325,38,14792419.845743794,14052798.853456605
3326,34,17723257.99097368,16837095.091424998
3327,41,12713774.845229454,12078086.102967981
3328,32,19311194.434319463,18345634.712603487
3329,38,14755730.987161491,14017944.437803416
3330,37,15611006.825022824,14830456.483771682
3331,33,18512787.223858524,17587147.8626656
3332,36,16315863.731302926,15500070.54473778
3333,40,13334505.11595855,12667779.86016062
3334,41,12648026.22685003,12015624.915507527
3335,33,18655989.943540446,17723190.446363423
3336,37,15394404.325399179,14624684.109129218
3337,33,18630655.575454444,17699122.79668172
3338,30,20687632.251819856,19653250.63922886
3339,38,14899438.32093661,14154466.40488978
3340,34,17886003.152972355,16991702.99532374
3341,34,17838144.954377946,16946237.70665905
3342,39,14084017.37894741,13379816.510000039
3343,40,13262824.386322,12599683.167005898
3344,36,16205519.135755954,15395243.178968156
3345,41,12695999.174253529,12061199.21554085
3346,36,16324710.823270265,15508475.282106752
3347,38,14777335.314007776,14038468.548307385
3348,36,16256577.366542218,15443748.498215105
3349,30,20828959.481585603,19787511.50750632
3350,36,16243050.64899191,15430898.116542317
3351,30,20826773.111709964,19785434.456124466
3352,33,18464049.621350296,17540847.14028278
3353,35,17101209.502302416,16246149.027187293
3354,40,13236194.491390219,12574384.766820708
3355,28,22634537.918022152,21502811.022121042
3356,29,21569578.522661854,20491099.59652876
3357,34,17823712.598450873,16932526.96852833
3358,43,11194487.756649237,10634763.368816774
3359,32,19156388.184750203,18198568.77551269
3360,32,19294839.060404554,18330097.107384324
3361,33,18639754.07318653,17707766.369527202
3362,37,15584473.59294205,14805249.913294947
3363,37,15583792.318318328,14804602.702402411
3364,37,15665404.427450262,14882134.206077749
3365,35,17069031.83167146,16215580.240087887
3366,41,12616232.534500692,11985420.907775657
3367,37,15526147.17912674,14749839.820170404
3368,41,12724071.621216364,12087868.040155545
3369,40,13438865.475458523,12766922.201685596
3370,44,10629939.491279045,10098442.516715093
3371,30,20731693.014644742,19695108.363912504
3372,40,13350213.160820974,12682702.502779925
3373,40,13408469.02830655,12738045.576891221
3374,43,11276174.235560687,10712365.523782652
3375,39,14135093.708547615,13428339.023120232
3376,44,10509765.567934034,9984277.289537331
3377,37,15544780.50242659,14767541.47730526
3378,34,17665434.680647362,16782162.946614992
3379,39,14046696.182516597,13344361.373390766
3380,43,11269260.353621176,10705797.335940117
3381,34,17745321.159056064,16858055.101103257
3382,36,16294284.325981012,15479570.109681962
3383,34,17860267.944586746,16967254.547357406
3384,38,14896401.624317082,14151581.543101227
3385,37,15489373.199150067,14714904.539192563
3386,44,10627129.242080936,10095772.77997689
3387,35,17090453.537145603,16235930.860288326
3388,35,17047391.69534751,16195022.110580135
3389,42,12055316.765100688,11452550.926845651
3390,33,18375416.039498344,17456645.23752343
3391,31,19940122.377559975,18943116.258681975
3392,43,11269543.550183667,10706066.372674484
3393,28,22203359.755423468,21093191.76765229
3394,37,15558230.630405933,14780319.098885635
3395,37,15617090.119216166,14836235.61325536
3396,34,17801289.598518535,16911225.11859261
3397,27,23089402.346116155,21934932.228810344
3398,39,14050804.681530913,13348264.447454367
3399,35,17068425.094046112,16215003.839343807
3400,30,20661588.477323506,19628509.053457327
3401,38,14765787.33771523,14027497.970829468
3402,40,13286326.760247935,12622010.422235535
3403,39,14217582.560822535,13506703.432781408
3404,36,16259450.978915855,15446478.429970061
3405,34,17726371.88068504,16840053.286650788
3406,24,25393250.989746623,24123588.440259293
3407,42,11921682.828530477,11325598.687103951
3408,38,14912019.215334546,14166418.254567819
3409,42,11846250.4076219,11253937.887240803
3410,38,14868475.88747698,14125052.093103131
3411,30,20811972.89906075,19771374.25410771
3412,38,14769973.511173028,14031474.835614378
3413,36,16325495.272586973,15509220.508957623
3414,42,11882128.293329444,11288021.878662972
3415,38,14668079.498280277,13934675.523366263
3416,37,15539332.699642487,14762366.064660361
3417,28,22536333.943434585,21409517.246262856
3418,37,15451161.18830345,14678603.128888277
3419,40,13385631.101786602,12716349.54669727
3420,38,14758160.589416606,14020252.559945775
3421,39,14131846.888158105,13425254.543750199
3422,36,16269943.179862048,15456446.020868944
3423,42,11959677.880094994,11361693.986090243
3424,35,16924389.849185992,16078170.356726691
3425,36,16246645.695948757,15434313.411151318
3426,36,16416695.384042973,15595860.614840824
3427,29,21657143.036745265,20574285.884908
3428,44,10543875.85046902,10016682.057945568
3429,37,15568217.465775378,14789806.592486609
3430,47,8549481.71644242,8122007.630620296
3431,32,19209126.245921157,18248669.9336251
3432,37,15502043.257194832,14726941.094335089
3433,40,13272500.21288567,12608875.202241385
3434,32,19339374.470242552,18372405.74673042
3435,32,19133926.112504546,18177229.806879316
3436,36,16347517.37448469,15530141.505760454
3437,38,14845961.475389382,14103663.401619911
3438,31,19793645.504680954,18803963.229446907
3439,32,19208268.39358876,18247854.97390932
3440,37,15474950.954913143,14701203.407167485
3441,36,16313000.707051147,15497350.67169859
3442,36,16420210.309181852,15599199.79372276
3443,38,14660337.822945181,13927320.931797922
3444,36,16036347.081944555,15234529.727847325
3445,39,14117173.023884108,13411314.3726899
3446,27,23140694.70101727,21983659.965966407
3447,36,16216514.013735054,15405688.3130483
3448,39,14234825.742629632,13523084.455498151
3449,42,11880033.32411808,11286031.657912174
3450,30,20766696.90890248,19728362.06345736
3451,34,17939048.346487712,17042095.92916332
3452,28,22048046.790637895,20945644.451106
3453,37,15500667.709729174,14725634.324242715
3454,37,15684457.05324693,14900234.200584583
3455,35,17184746.125828322,16325508.819536904
3456,42,12041656.726797407,11439573.890457537
3457,26,23789809.08585092,22600318.631558374
3458,40,13258116.090075752,12595210.285571963
3459,33,18027912.112458423,17126516.5068355
3460,40,13456708.998674167,12783873.54874046
3461,31,20002702.1030897,19002566.997935213
3462,44,10583608.95721812,10054428.509357214
3463,48,7850892.043423678,7458347.441252493
3464,35,17006694.849348035,16156360.106880631
3465,31,19947217.137953795,18949856.281056106
3466,20,28280584.632391896,26866555.400772303
3467,37,15682369.217585923,14898250.756706627
3468,36,16137962.61875903,15331064.48782108
3469,33,18434831.20971685,17513089.64923101
3470,30,20758332.0624489,19720415.459326454
3471,31,19889862.704847053,18895369.569604702
3472,33,18301298.766121097,17386233.82781504
3473,32,19156940.85520392,18199093.812443722
3474,35,17022432.091938682,16171310.487341747
3475,36,16282970.894284038,15468822.349569835
3476,39,14070026.390384931,13366525.070865685
3477,32,18935544.930281922,17988767.683767825
3478,34,17496923.768946107,16622077.580498802
3479,43,11237856.888553273,10675964.04412561
3480,25,24512701.62941725,23287066.547946386
3481,36,16146703.786119435,15339368.596813463
3482,35,17074003.627508808,16220303.446133366
3483,37,15409296.703975568,14638831.868776789
3484,39,14011649.854162857,13311067.361454714
3485,39,14168131.82258507,13459725.231455818
3486,43,11334014.63731972,10767313.905453732
3487,35,17063303.49982855,16210138.324837124
3488,35,17018274.61037113,16167360.879852572
3489,43,11221010.656003967,10659960.123203767
3490,39,13891583.51115096,13197004.33559341
3491,46,9133384.12068126,8676714.914647195
3492,41,12763744.651741438,12125557.419154365
3493,45,9928702.286670476,9432267.172336953
3494,42,11915674.696212595,11319890.961401964
3495,36,16256435.842315193,15443614.05019943
3496,37,15569414.552667074,14790943.825033719
3497,38,14781501.689794911,14042426.605305165
3498,40,13547943.84903834,12870546.656586424
3499,41,12665582.917836811,12032303.77194497
3500,33,18660070.87907762,17727067.33512374
3501,39,14115457.871504538,13409684.97792931
3502,38,14975430.18758471,14226658.678205473
3503,35,17033550.9528044,16181873.405164182
3504,44,10643375.381738111,10111206.612651205
3505,35,16882366.915025663,16038248.569274377
3506,35,16924261.772508457,16078048.683883034
3507,28,22159872.934367962,21051879.287649564
3508,34,17889109.92377669,16994654.427587856
3509,33,18424138.427756373,17502931.506368555
3510,28,22381560.72614153,21262482.689834453
3511,32,19107249.855490997,18151887.362716448
3512,37,15675874.159627121,14892080.451645764
3513,38,14805655.654894762,14065372.872150023
