Simulation,First_Trigger_Month_Idx,Cost_Payoff_PV,Benefit_Payoff_PV
693,39,14028671.719108779,13327238.13315334
694,43,11060555.076573871,10507527.322745178
695,35,16982105.18058798,16132999.921558581
696,37,15444723.67484769,14672487.491105305
697,35,16918317.088369038,16072401.233950585
698,29,21622406.047050558,20541285.74469803
699,33,18513598.627812874,17587918.696422227
700,39,14241660.718988972,13529577.683039522
701,34,17534319.907869685,16657603.9124762
702,31,19950698.424355656,18953163.50313787
703,40,13433925.386527337,12762229.11720097
704,33,18565262.430117454,17636999.308611583
705,38,14876104.663016362,14132299.429865543
706,34,17983323.201238856,17084157.04117691
707,38,14647806.320660884,13915416.004627839
708,38,14879363.317245811,14135395.15138352
709,32,19462748.91136372,18489611.465795536
710,39,14152827.725628018,13445186.339346616
711,41,12707851.430983352,12072458.859434184
712,41,12801453.203895165,12161380.543700404
713,37,15685950.725074112,14901653.188820405
714,37,15767953.932050409,14979556.235447887
715,33,18534384.462168224,17607665.239059813
716,37,15426796.260487892,14655456.447463496
717,33,18443596.98848273,17521417.139058594
718,36,16294382.076440673,15479662.97261864
719,39,14111267.326340385,13405703.960023366
720,42,12054287.812545532,11451573.421918256
721,29,21549300.884071495,20471835.83986792
722,34,17780426.13266706,16891404.826033708
723,42,11949293.349159164,11351828.681701206
724,34,17627452.19633869,16746079.586521754
725,34,17865012.835478313,16971762.193704396
726,33,18545243.737170044,17617981.550311543
727,31,20086020.521084707,19081719.495030474
728,36,16291903.05524591,15477307.902483614
729,41,12704435.88480576,12069214.090565471
730,34,17721517.3948872,16835441.52514284
731,31,20007772.729192376,19007384.092732757
732,27,23404054.35665847,22233851.638825547
733,32,19324824.571960118,18358583.34336211
734,37,15620869.218486663,14839825.757562332
735,36,16367240.2140477,15548878.203345314
736,34,17815806.51672644,16925016.19089012
737,38,14781746.40117866,14042659.081119725
738,39,14043785.972151369,13341596.6735438
739,35,17106645.232484415,16251312.970860193
740,36,16299343.962938653,15484376.76479172
741,34,17801138.362100266,16911081.443995252
742,31,19544208.83214779,18566998.390540395
743,33,18348791.50436942,17431351.929150946
744,39,14071539.830883536,13367962.839339359
745,33,18691501.296303485,17756926.23148831
746,41,12622536.53022963,11991409.703718148
747,39,14006990.667555423,13306641.134177653
748,33,18641131.779852454,17709075.19085983
749,41,12632719.452296928,12001083.47968208
750,37,15628578.105170516,14847149.199911991
751,28,22025052.495489206,20923799.870714743
752,35,16874096.2181694,16030391.407260926
753,27,23179073.3386698,22020119.671736307
754,44,10483924.2029872,9959727.992837839
755,33,18402859.860268764,17482716.867255326
756,41,12716579.700820653,12080750.71577962
757,40,13248081.655116612,12585677.572360782
758,42,11981445.22065252,11382372.959619895
759,30,20621023.75351769,19589972.565841805
760,36,16334390.578894882,15517671.049950136
761,36,16343514.050526094,15526338.347999787
762,39,13982533.816931903,13283407.126085307
763,39,14211542.100416265,13500964.995395452
764,38,14746725.16383341,14009388.905641738
765,35,16938658.554562476,16091725.626834352
766,39,14149511.465822492,13442035.892531365
767,35,17155437.378026653,16297665.509125322
768,32,19437145.5695301,18465288.291053597
769,34,17541399.61351809,16664329.632842185
770,32,19247625.1025492,18285243.84742174
771,37,15624303.216491403,14843088.055666832
772,39,13978451.981563803,13279529.382485613
773,38,15001305.938011425,14251240.641110852
774,42,11897187.521635082,11302328.145553326
775,38,14859699.112859333,14116714.157216366
776,34,17839585.469833028,16947606.196341373
777,45,9848170.04660794,9355761.544277541
778,36,16292465.878568131,15477842.584639726
779,41,12726164.687623316,12089856.45324215
780,36,16466736.765639246,15643399.927357282
781,34,17836905.384480305,16945060.11525629
782,23,25914975.717136882,24619226.93128004
783,37,15670526.410595898,14887000.090066103
784,44,10563174.572122857,10035015.843516713
785,44,10614779.041736752,10084040.089649914
786,41,12622170.253827363,11991061.741135996
787,29,21374047.451276314,20305345.078712497
788,42,12006191.781252056,11405882.192189453
789,29,21445207.620614044,20372947.239583343
790,31,19977934.769899394,18979038.031404424
791,34,17973432.560042784,17074760.932040643
792,36,16279403.898697946,15465433.703763047
793,40,13150756.546699524,12493218.719364548
794,34,17701994.670583438,16816894.93705427
795,40,13373879.252482088,12705185.289857984
796,35,17144622.325306185,16287391.209040875
797,36,16456629.035800911,15633797.584010864
798,40,13196299.128462704,12536484.172039568
799,37,15524318.806252766,14748102.865940128
800,36,16223165.542806594,15412007.265666263
801,33,18578250.169556208,17649337.661078397
802,36,16321561.660510112,15505483.577484606
803,27,22831395.39622467,21689825.62641344
804,37,15371346.766353274,14602779.42803561
805,31,20036309.933200445,19034494.43654042
806,39,13979167.699806876,13280209.31481653
807,24,25442000.007371724,24169900.007003136
808,29,21543427.93901378,20466256.54206309
809,36,16266423.030911444,15453101.879365873
810,39,14194363.183659837,13484645.024476843
811,38,14930820.624702873,14184279.59346773
812,36,16199017.706964621,15389066.821616389
813,33,18375656.983853415,17456874.134660743
814,40,13282480.85139588,12618356.808826085
815,32,19244178.555568524,18281969.627790097
816,36,16209885.749527065,15399391.462050712
817,36,16449274.66438865,15626810.931169217
818,41,12616997.368976044,11986147.500527242
819,42,11889926.178078726,11295429.86917479
820,39,14001484.82981882,13301410.588327877
821,38,14841480.215982638,14099406.205183506
822,37,15677583.103230087,14893703.948068583
823,39,14181865.230174266,13472771.968665551
824,40,13407006.124256039,12736655.818043238
825,36,16300633.112950066,15485601.457302563
826,44,10568899.475867964,10040454.502074566
827,39,14078257.388452116,13374344.519029511
828,39,14136296.697339168,13429481.862472208
829,37,15483864.638307866,14709671.406392474
830,31,20327414.69309239,19311043.95843777
831,44,10710655.442798046,10175122.670658145
832,39,14077395.600329988,13373525.820313487
833,37,15503433.366000904,14728261.697700858
834,36,16336378.69002579,15519559.755524501
835,41,12726848.10080844,12090505.695768017
836,37,15687029.03409832,14902677.582393404
837,31,20000754.410716858,19000716.690181017
838,39,14127192.950185383,13420833.302676113
839,37,15488841.355567502,14714399.287789125
840,34,17776598.68574544,16887768.751458168
841,36,16243623.56229748,15431442.384182604
842,40,13319575.555246435,12653596.777484111
843,36,16393490.980739914,15573816.43170292
844,30,20849050.118554726,19806597.61262699
845,39,14116660.645460945,13410827.613187896
846,34,17697973.965992343,16813075.267692726
847,39,14193862.20934081,13484169.09887377
848,38,14774896.357615393,14036151.539734622
849,42,11948295.52260288,11350880.746472737
850,37,15547106.222383965,14769750.911264766
851,44,10429429.612074306,9907958.131470593
852,36,16218827.57261084,15407886.193980297
853,38,14755547.303719234,14017769.93853327
854,30,21003600.472377077,19953420.448758222
855,31,20230478.809384298,19218954.868915085
856,37,15545332.898575846,14768066.253647052
857,42,11994417.313497402,11394696.44782253
858,40,13345812.928449856,12678522.282027364
859,38,14734580.99708969,13997851.947235204
860,39,14159461.012639618,13451487.962007636
861,42,11946759.468464885,11349421.495041639
862,35,17262445.58502002,16399323.305769017
863,37,15601452.884483855,14821380.240259662
864,39,14105874.222140841,13400580.511033798
865,38,14956933.320041709,14209086.654039621
866,37,15448821.646796213,14676380.564456403
867,35,17090352.35127216,16235834.733708551
868,33,18548327.623904236,17620911.242709026
869,38,14822157.061996954,14081049.208897104
870,37,15640856.692579558,14858813.85795058
871,32,19027563.37325765,18076185.204594765
872,39,14208738.593433317,13498301.66376165
873,32,19433034.589537486,18461382.860060614
874,37,15536005.14551286,14759204.888237214
875,39,14019996.506551206,13318996.681223646
876,43,11189037.590071792,10629585.710568203
877,39,13975380.193389365,13276611.183719896
878,36,16210092.947666144,15399588.300282836
879,27,23196768.312200725,22036929.896590687
880,39,14140930.51861888,13433883.992687935
881,36,16186351.16598724,15377033.607687877
882,34,17856214.74016495,16963404.003156703
883,30,20834197.043456748,19792487.19128391
884,41,12689634.669981709,12055152.936482623
885,33,18573681.126016904,17644997.06971606
886,36,16278283.14986779,15464368.992374398
887,30,20535951.346099123,19509153.77879417
888,43,11310224.614873607,10744713.384129927
889,32,18917663.94828792,17971780.750873525
890,35,16860302.6885458,16017287.554118507
891,33,18316359.803073756,17400541.812920067
892,31,19411035.410783444,18440483.64024427
893,37,15696064.036226444,14911260.834415121
894,37,15486264.798278812,14711951.55836487
895,33,18512963.21873281,17587315.05779617
896,41,12712588.589439983,12076959.159967983
897,33,18755733.012751486,17817946.362113908
898,32,19240940.052446194,18278893.04982388
899,40,13316782.414643971,12650943.293911772
900,39,14118089.710344529,13412185.2248273
901,46,9154273.944409285,8696560.24718882
902,34,17697571.412957113,16812692.842309255
903,37,15472164.851653015,14698556.609070364
904,37,15676938.992250469,14893092.042637944
905,38,14821870.01160915,14080776.511028692
906,41,12709656.227451786,12074173.416079195
907,41,12719042.955393905,12083090.80762421
908,31,20127402.9382607,19121032.791347668
909,40,13379889.032467635,12710894.580844253
910,38,14850636.13778262,14108104.330893489
911,32,19357619.160347257,18389738.202329893
912,45,9922391.43695799,9426271.86511009
913,35,17023332.555258833,16172165.927495891
914,39,14093711.046029253,13389025.49372779
915,37,15682045.810167965,14897943.519659566
916,36,16202004.134051552,15391903.927348975
917,40,13448027.451334681,12775626.078767946
918,40,13446668.455117641,12774335.032361759
919,22,27028381.74152418,25676962.65444797
920,44,10656365.900093013,10123547.605088362
921,38,14995889.317659028,14246094.851776076
922,30,20382965.246200144,19363816.983890135
923,37,15662883.238676688,14879739.076742854
924,33,18281257.890423976,17367194.995902777
925,30,20970248.653640255,19921736.22095824
926,36,16150246.74838558,15342734.410966301
927,32,19318134.076295502,18352227.372480728
928,35,17086309.791654367,16231994.302071648
929,42,11921813.262884358,11325722.59974014
930,35,17280569.758984752,16416541.271035513
931,43,11259551.693007916,10696574.108357519
932,37,15494530.305618975,14719803.790338026
933,34,17697214.035390303,16812353.333620787
934,38,14780449.774438348,14041427.28571643
935,31,19973422.595522933,18974751.465746786
936,31,20088955.38913756,19084507.61968068
937,35,16950696.564194094,16103161.735984389
938,33,18514594.26359896,17588864.55041901
939,38,14778830.926284472,14039889.379970247
940,41,12657365.727785889,12024497.441396594
941,35,17138783.278600562,16281844.114670534
942,35,17020013.76991026,16169013.081414748
943,28,22325479.512450732,21209205.536828198
944,35,16958590.603183597,16110661.073024416
945,37,15388763.86796229,14619325.674564175
946,26,23774491.126463868,22585766.570140675
947,32,18937684.983837027,17990800.734645173
948,32,19298604.295216214,18333674.080455404
949,36,16320929.130056709,15504882.673553875
950,29,21713509.45544671,20627833.98267437
951,28,22339912.51755885,21222916.891680907
952,38,14889060.080957633,14144607.076909749
953,37,15533471.297324985,14756797.732458735
954,29,20738936.392678626,19701989.573044695
955,38,14835049.452205142,14093296.979594884
956,35,16871814.810579497,16028224.07005052
957,38,14907269.723195115,14161906.237035358
958,39,14171129.836504746,13462573.344679508
959,33,18389961.68621718,17470463.60190632
960,38,14900729.089270579,14155692.634807048
961,36,16231691.303949565,15420106.738752086
962,35,16951765.506257672,16104177.230944786
963,39,14036563.740744337,13334735.55370712
964,31,19849360.224413034,18856892.21319238
965,30,20814029.9260363,19773328.429734483
966,41,12543690.941957051,11916506.394859197
967,38,14915829.172200976,14170037.713590926
968,36,16420906.967809567,15599861.619419089
969,37,15655641.45738127,14872859.384512205
970,38,14837515.600581186,14095639.820552126
971,34,17753135.34329716,16865478.576132305
972,34,17870963.06407542,16977414.91087165
973,37,15536934.114465367,14760087.4087421
974,32,19236533.493680224,18274706.81899621
975,41,12641965.400610954,12009867.130580405
976,33,18567533.284634273,17639156.62040256
977,30,20967075.183482397,19918721.424308274
978,33,18487072.667075224,17562719.033721462
979,40,13299079.836907044,12634125.845061693
980,40,13254375.523082905,12591656.746928759
981,39,14058908.78618708,13355963.346877728
982,44,10532010.887251528,10005410.342888951
983,28,22207497.93852779,21097123.0416014
984,35,17209440.875675354,16348968.831891585
985,38,14990541.993710209,14241014.894024696
986,34,17925194.348034933,17028934.630633187
987,43,11168805.866950346,10610365.57360283
988,28,21992396.53095896,20892776.704411015
989,34,17881082.714732315,16987028.5789957
990,35,16933863.49007057,16087170.31556704
991,38,14806389.646615658,14066070.164284874
992,37,15569327.112096762,14790860.756491924
993,40,13431203.04364268,12759642.891460545
994,34,17793438.365528885,16903766.44725244
995,28,22118946.941482574,21012999.594408445
996,35,16940391.75753757,16093372.169660691
997,37,15575424.458143689,14796653.235236505
998,33,18562486.733732134,17634362.39704553
999,30,20718951.115133464,19683003.55937679
1000,33,18431704.47337854,17510119.249709614
1001,36,16369638.263688391,15551156.350503968
1002,34,17681090.432632796,16797035.911001157
1003,40,13357380.383359972,12689511.364191974
1004,37,15383334.123429699,14614167.417258214
1005,40,13368129.768043658,12699723.279641474
1006,38,14824154.084023256,14082946.379822092
1007,38,14675473.558215901,13941699.880305106
1008,35,17029936.25283921,16178439.44019725
1009,28,22447994.248626832,21325594.536195487
1010,37,15698775.101667978,14913836.346584577
1011,24,25548245.03872783,24270832.78679144
1012,33,18314688.66616469,17398954.232856456
1013,40,13237618.360275246,12575737.442261484
